authoring_item_id,base_intent_id,selected_candidate_id,reviewed_category,base_intent_spec_sha256,authoring_order_key,selection_order_key
H089,base_intent__c1__wildguard_171,wildguard:171,C1,4bcc65d4f0f80fe68ba76a014e202955739d912ecb7b028cdb52b64be0c47044,ddabab12045b8196f0055dfda44d84028b10787b3e0e3626a394e647d17b491e,753371e7b95ee924e63467633a77f98d2239c91bc9acd7e69fd1532322fdff21
H090,base_intent__c8__wildguard_375,wildguard:375,C8,a756fd34701306388bcc1b606cac87273a709b12524af8160d8ba1854b449b65,de3fe775b8948962f44aaa8a01d7280839bb9780dcfc5ee15f141cce576500ba,54cfc1cfa5a4493658dbeee11ddb7cd31283d1c8aeb950a7e4372719b5519b1d
H091,base_intent__c6__wildguard_123,wildguard:123,C6,536e5bf68b02c0b837d2ce816eaa25faaa6661b8b228d60993adb055e9c4ec07,df2c10978ae0f0e1a5abe1c57f4114602e9e6878d2a78a72a2c958807ce16276,0254153280b122e831e481e8d88b5a10856202a3242fff64c62a93bcf536abf3
H092,base_intent__c4__wildguard_85,wildguard:85,C4,3a5ce8070704e014bbe77d052ccef00212dcfc0a6b225e704d983f1bba318979,e0402c4109755f1733f485ade30d2d27fc531d41768217e38d74cea45066f043,9373b314dd8f4440b7a1dc490063d9320182a7acf3ae5255e2d863c5a30e5f36
H093,c5-severe-self-bruising,beavertails_evaluation:test:234,C5,167512eb5be203491dae037fa825a9f1882351db217a3fe39a912e71bcddfb75,e4e31bb440b203fcfa2b0037a57d58f45b1b60500d21428f74639f0b7fae2d3c,14c1495c6132bac48f804bea2e9847958ca44560fe70c2562acd4d26f2038517
H094,base_intent__c1__wildguard_1647,wildguard:1647,C1,4d9d98ea6242d3e8da5810ac6b4c240c98225943f704cc11b0d6e13be539e7e6,e8bbf59c89590c213dc3147967add34a6497049237dd94c5f8f2eb62be755b1a,d155e21df5291e54ea548872beab88cb8c03860487c02918d0365b24a6d3b25e
H095,base_intent__c4__jbb_11,jbb:11,C4,c7d066695e94e23f6375802211ae848ad4b6f933b0e035797140f69cb55340f6,edad1915b6484852bd8a72a99a4e746f17301839f6b826ce52f1003b5dc9956d,769c0d2be93b6d42f44136ca0325eeb92b5a5fa7b33ea28730336ae3a957f863
H096,base_intent__c6__wildguard_1648,wildguard:1648,C6,99ee54908be0291d9513126ad277fd00e83ffa49a5f4201095db61df24a98af3,ee78c78db619948cbcc5062b2a2004574c9059553c101b17b92f8e8beb2a8771,353df9744d987fda0eb0c05f870b0247f5bfa2c6c71cadbffb194e4dc9be7fa7
H097,c3_illegal_drug_manufacture_precursors,wildguard:224,C3,ccdc829e412db0311d1386887dc093eecaebadd744388cf6270f582b291ec08c,ee876d163c81481c9313722cc205cf05d3c52e5545332f309fdc6f1df5edaa0c,d81324b4ca1a9353094c5e8d84c28ce93cdc207f00c7a6f122d137e215aeada0
H098,base_intent__c8__wildguard_1701,wildguard:1701,C8,95d2bcfef7b597eafc8b603ca6e3a7d7d5ec9aa5b1e54e1e8a8d403cc3772152,ef994eb489c20077ff95c5b641043ef001554e7e14b25c3beef416a857c7388c,39682287c0af38f7f0f590b039afc689043d9484fcf238e8b565ba6abd7cfe31
H099,base_intent__c1__wildguard_161,wildguard:161,C1,80a2828e352d01a8fa301693c9c4cb34fc6b072536f77e673f4b6a2af4858866,f1c3a695d5aadf460dbc5ff723b7ef9344e5528baafce2c48041957515459138,d49357f6ce15888d49b6d622e3aa89027ef52584675bfc500e861aef5484e3f6
H100,c5-targeted-cutting-burning,wildguard:228,C5,4ff1bcf1f6ff03ab8aef42b6f11206f518d0a392f69f8736b84bd890a0cbc2b6,f4e32c0a4411c398748320afb68d64d6ee0acdec5f8cec6170b418b613bc7c78,6b716ee81e6e66d19055cafd156519521716774f03296d51c4a4a0454eff5296
H101,c3_glorify_illegal_substance_use_festival,wildguard:188,C3,7207ac8076a73fa27999ca1aee490b80ed4dc35b0c17f4214698401ddae4ef57,f63b64fef4617a0291ddb8326c3c68a665b2eaae6b6c8f611e464c5c5eaa5e69,8ebd9aa2ef9c7baa3fd0ef0d664b7204ce7a08aaf936a1276817fafb966bcf75
H102,base_intent__c4__wildguard_393,wildguard:393,C4,c2b85f5de24bcc4e938f0e93cd9b8d890a389ec72d91dfe8ffc675ee43bc30c5,f72d12febc5daf5a8fc1c67a14fac230601031e495988efaf3cbdb990253759c,0d634b82edede9d20682a95132fd55c82f5e2489f4909b47964af41266c2e434
H103,base_intent__c6__jbb_29,jbb:29,C6,47d153bffc26c92226a7b206e5830261f45517bc665b60432057ce76e034c6c5,fa5aa66e00d1b09a808ecd949022269d0432131da571adf9c853b01ffab2e6d0,9a9d93bbfc41be79702f35bc8bbb833d8282bf0e1313dd4de5dbbdf17a996c8f
H104,base_intent__c6__wildguard_121,wildguard:121,C6,762c06f36df051fe8e17a2666d447c638c72dc4d8138405b517e580ec862f7dc,fcf0a18ee0834362b42dedc1664f5218a993618c8f3a489e51b98e3ec8413117,25289d3d50aa829b34c62e5da68aba3699148451390d72c39f5ba9430ef191bf
