example_index,example_id,measurement_order_position,policy_id
97,jbb-055,1,compact_to_qwen::selective_deployable::0.25
97,jbb-055,2,compact_to_qwen::selective_deployable::0.50
97,jbb-055,3,rule_compact_to_qwen::cheap_only
97,jbb-055,4,rule_compact_to_qwen::full_information
97,jbb-055,5,rule_compact_to_qwen::selective_deployable::0.10
97,jbb-055,6,rule_compact_to_qwen::selective_deployable::0.25
97,jbb-055,7,rule_compact_to_qwen::selective_deployable::0.50
97,jbb-055,8,rule_to_compact::cheap_only
97,jbb-055,9,rule_to_compact::full_information
97,jbb-055,10,rule_to_compact::selective_deployable::0.10
97,jbb-055,11,rule_to_compact::selective_deployable::0.25
97,jbb-055,12,rule_to_compact::selective_deployable::0.50
97,jbb-055,13,compact_to_qwen::cheap_only
97,jbb-055,14,compact_to_qwen::full_information
98,jbb-164,0,compact_to_qwen::selective_deployable::0.25
98,jbb-164,1,compact_to_qwen::selective_deployable::0.50
98,jbb-164,2,rule_compact_to_qwen::cheap_only
98,jbb-164,3,rule_compact_to_qwen::full_information
98,jbb-164,4,rule_compact_to_qwen::selective_deployable::0.10
98,jbb-164,5,rule_compact_to_qwen::selective_deployable::0.25
98,jbb-164,6,rule_compact_to_qwen::selective_deployable::0.50
98,jbb-164,7,rule_to_compact::cheap_only
98,jbb-164,8,rule_to_compact::full_information
98,jbb-164,9,rule_to_compact::selective_deployable::0.10
98,jbb-164,10,rule_to_compact::selective_deployable::0.25
98,jbb-164,11,rule_to_compact::selective_deployable::0.50
98,jbb-164,12,compact_to_qwen::cheap_only
98,jbb-164,13,compact_to_qwen::full_information
98,jbb-164,14,compact_to_qwen::selective_deployable::0.10
99,jbb-056,0,compact_to_qwen::selective_deployable::0.50
99,jbb-056,1,rule_compact_to_qwen::cheap_only
99,jbb-056,2,rule_compact_to_qwen::full_information
99,jbb-056,3,rule_compact_to_qwen::selective_deployable::0.10
99,jbb-056,4,rule_compact_to_qwen::selective_deployable::0.25
99,jbb-056,5,rule_compact_to_qwen::selective_deployable::0.50
99,jbb-056,6,rule_to_compact::cheap_only
99,jbb-056,7,rule_to_compact::full_information
99,jbb-056,8,rule_to_compact::selective_deployable::0.10
99,jbb-056,9,rule_to_compact::selective_deployable::0.25
99,jbb-056,10,rule_to_compact::selective_deployable::0.50
99,jbb-056,11,compact_to_qwen::cheap_only
99,jbb-056,12,compact_to_qwen::full_information
99,jbb-056,13,compact_to_qwen::selective_deployable::0.10
99,jbb-056,14,compact_to_qwen::selective_deployable::0.25
100,jbb-166,0,rule_compact_to_qwen::cheap_only
100,jbb-166,1,rule_compact_to_qwen::full_information
100,jbb-166,2,rule_compact_to_qwen::selective_deployable::0.10
100,jbb-166,3,rule_compact_to_qwen::selective_deployable::0.25
100,jbb-166,4,rule_compact_to_qwen::selective_deployable::0.50
100,jbb-166,5,rule_to_compact::cheap_only
100,jbb-166,6,rule_to_compact::full_information
100,jbb-166,7,rule_to_compact::selective_deployable::0.10
100,jbb-166,8,rule_to_compact::selective_deployable::0.25
100,jbb-166,9,rule_to_compact::selective_deployable::0.50
100,jbb-166,10,compact_to_qwen::cheap_only
100,jbb-166,11,compact_to_qwen::full_information
100,jbb-166,12,compact_to_qwen::selective_deployable::0.10
100,jbb-166,13,compact_to_qwen::selective_deployable::0.25
100,jbb-166,14,compact_to_qwen::selective_deployable::0.50
101,jbb-032,0,rule_compact_to_qwen::full_information
101,jbb-032,1,rule_compact_to_qwen::selective_deployable::0.10
101,jbb-032,2,rule_compact_to_qwen::selective_deployable::0.25
101,jbb-032,3,rule_compact_to_qwen::selective_deployable::0.50
101,jbb-032,4,rule_to_compact::cheap_only
101,jbb-032,5,rule_to_compact::full_information
101,jbb-032,6,rule_to_compact::selective_deployable::0.10
101,jbb-032,7,rule_to_compact::selective_deployable::0.25
101,jbb-032,8,rule_to_compact::selective_deployable::0.50
101,jbb-032,9,compact_to_qwen::cheap_only
101,jbb-032,10,compact_to_qwen::full_information
101,jbb-032,11,compact_to_qwen::selective_deployable::0.10
101,jbb-032,12,compact_to_qwen::selective_deployable::0.25
101,jbb-032,13,compact_to_qwen::selective_deployable::0.50
101,jbb-032,14,rule_compact_to_qwen::cheap_only
102,jbb-081,0,rule_compact_to_qwen::selective_deployable::0.10
102,jbb-081,1,rule_compact_to_qwen::selective_deployable::0.25
102,jbb-081,2,rule_compact_to_qwen::selective_deployable::0.50
102,jbb-081,3,rule_to_compact::cheap_only
102,jbb-081,4,rule_to_compact::full_information
102,jbb-081,5,rule_to_compact::selective_deployable::0.10
102,jbb-081,6,rule_to_compact::selective_deployable::0.25
102,jbb-081,7,rule_to_compact::selective_deployable::0.50
102,jbb-081,8,compact_to_qwen::cheap_only
102,jbb-081,9,compact_to_qwen::full_information
102,jbb-081,10,compact_to_qwen::selective_deployable::0.10
102,jbb-081,11,compact_to_qwen::selective_deployable::0.25
102,jbb-081,12,compact_to_qwen::selective_deployable::0.50
102,jbb-081,13,rule_compact_to_qwen::cheap_only
102,jbb-081,14,rule_compact_to_qwen::full_information
103,jbb-071,0,rule_compact_to_qwen::selective_deployable::0.25
103,jbb-071,1,rule_compact_to_qwen::selective_deployable::0.50
103,jbb-071,2,rule_to_compact::cheap_only
103,jbb-071,3,rule_to_compact::full_information
103,jbb-071,4,rule_to_compact::selective_deployable::0.10
103,jbb-071,5,rule_to_compact::selective_deployable::0.25
103,jbb-071,6,rule_to_compact::selective_deployable::0.50
103,jbb-071,7,compact_to_qwen::cheap_only
103,jbb-071,8,compact_to_qwen::full_information
103,jbb-071,9,compact_to_qwen::selective_deployable::0.10
103,jbb-071,10,compact_to_qwen::selective_deployable::0.25
103,jbb-071,11,compact_to_qwen::selective_deployable::0.50
103,jbb-071,12,rule_compact_to_qwen::cheap_only
103,jbb-071,13,rule_compact_to_qwen::full_information
103,jbb-071,14,rule_compact_to_qwen::selective_deployable::0.10
104,jbb-011,0,rule_compact_to_qwen::selective_deployable::0.50
104,jbb-011,1,rule_to_compact::cheap_only
104,jbb-011,2,rule_to_compact::full_information
104,jbb-011,3,rule_to_compact::selective_deployable::0.10
104,jbb-011,4,rule_to_compact::selective_deployable::0.25
104,jbb-011,5,rule_to_compact::selective_deployable::0.50
104,jbb-011,6,compact_to_qwen::cheap_only
104,jbb-011,7,compact_to_qwen::full_information
104,jbb-011,8,compact_to_qwen::selective_deployable::0.10
104,jbb-011,9,compact_to_qwen::selective_deployable::0.25
104,jbb-011,10,compact_to_qwen::selective_deployable::0.50
104,jbb-011,11,rule_compact_to_qwen::cheap_only
104,jbb-011,12,rule_compact_to_qwen::full_information
104,jbb-011,13,rule_compact_to_qwen::selective_deployable::0.10
104,jbb-011,14,rule_compact_to_qwen::selective_deployable::0.25
105,jbb-092,0,rule_to_compact::cheap_only
105,jbb-092,1,rule_to_compact::full_information
105,jbb-092,2,rule_to_compact::selective_deployable::0.10
105,jbb-092,3,rule_to_compact::selective_deployable::0.25
105,jbb-092,4,rule_to_compact::selective_deployable::0.50
105,jbb-092,5,compact_to_qwen::cheap_only
105,jbb-092,6,compact_to_qwen::full_information
105,jbb-092,7,compact_to_qwen::selective_deployable::0.10
105,jbb-092,8,compact_to_qwen::selective_deployable::0.25
105,jbb-092,9,compact_to_qwen::selective_deployable::0.50
105,jbb-092,10,rule_compact_to_qwen::cheap_only
105,jbb-092,11,rule_compact_to_qwen::full_information
105,jbb-092,12,rule_compact_to_qwen::selective_deployable::0.10
105,jbb-092,13,rule_compact_to_qwen::selective_deployable::0.25
105,jbb-092,14,rule_compact_to_qwen::selective_deployable::0.50
106,jbb-157,0,rule_to_compact::full_information
106,jbb-157,1,rule_to_compact::selective_deployable::0.10
106,jbb-157,2,rule_to_compact::selective_deployable::0.25
106,jbb-157,3,rule_to_compact::selective_deployable::0.50
106,jbb-157,4,compact_to_qwen::cheap_only
106,jbb-157,5,compact_to_qwen::full_information
106,jbb-157,6,compact_to_qwen::selective_deployable::0.10
106,jbb-157,7,compact_to_qwen::selective_deployable::0.25
106,jbb-157,8,compact_to_qwen::selective_deployable::0.50
106,jbb-157,9,rule_compact_to_qwen::cheap_only
106,jbb-157,10,rule_compact_to_qwen::full_information
106,jbb-157,11,rule_compact_to_qwen::selective_deployable::0.10
106,jbb-157,12,rule_compact_to_qwen::selective_deployable::0.25
106,jbb-157,13,rule_compact_to_qwen::selective_deployable::0.50
106,jbb-157,14,rule_to_compact::cheap_only
107,jbb-082,0,rule_to_compact::selective_deployable::0.10
107,jbb-082,1,rule_to_compact::selective_deployable::0.25
107,jbb-082,2,rule_to_compact::selective_deployable::0.50
107,jbb-082,3,compact_to_qwen::cheap_only
107,jbb-082,4,compact_to_qwen::full_information
107,jbb-082,5,compact_to_qwen::selective_deployable::0.10
107,jbb-082,6,compact_to_qwen::selective_deployable::0.25
107,jbb-082,7,compact_to_qwen::selective_deployable::0.50
107,jbb-082,8,rule_compact_to_qwen::cheap_only
107,jbb-082,9,rule_compact_to_qwen::full_information
107,jbb-082,10,rule_compact_to_qwen::selective_deployable::0.10
107,jbb-082,11,rule_compact_to_qwen::selective_deployable::0.25
107,jbb-082,12,rule_compact_to_qwen::selective_deployable::0.50
107,jbb-082,13,rule_to_compact::cheap_only
107,jbb-082,14,rule_to_compact::full_information
108,jbb-080,0,rule_to_compact::selective_deployable::0.25
108,jbb-080,1,rule_to_compact::selective_deployable::0.50
108,jbb-080,2,compact_to_qwen::cheap_only
108,jbb-080,3,compact_to_qwen::full_information
108,jbb-080,4,compact_to_qwen::selective_deployable::0.10
108,jbb-080,5,compact_to_qwen::selective_deployable::0.25
108,jbb-080,6,compact_to_qwen::selective_deployable::0.50
108,jbb-080,7,rule_compact_to_qwen::cheap_only
108,jbb-080,8,rule_compact_to_qwen::full_information
108,jbb-080,9,rule_compact_to_qwen::selective_deployable::0.10
108,jbb-080,10,rule_compact_to_qwen::selective_deployable::0.25
108,jbb-080,11,rule_compact_to_qwen::selective_deployable::0.50
108,jbb-080,12,rule_to_compact::cheap_only
108,jbb-080,13,rule_to_compact::full_information
108,jbb-080,14,rule_to_compact::selective_deployable::0.10
109,jbb-077,0,rule_to_compact::selective_deployable::0.50
109,jbb-077,1,compact_to_qwen::cheap_only
109,jbb-077,2,compact_to_qwen::full_information
109,jbb-077,3,compact_to_qwen::selective_deployable::0.10
109,jbb-077,4,compact_to_qwen::selective_deployable::0.25
109,jbb-077,5,compact_to_qwen::selective_deployable::0.50
109,jbb-077,6,rule_compact_to_qwen::cheap_only
109,jbb-077,7,rule_compact_to_qwen::full_information
109,jbb-077,8,rule_compact_to_qwen::selective_deployable::0.10
109,jbb-077,9,rule_compact_to_qwen::selective_deployable::0.25
109,jbb-077,10,rule_compact_to_qwen::selective_deployable::0.50
109,jbb-077,11,rule_to_compact::cheap_only
109,jbb-077,12,rule_to_compact::full_information
109,jbb-077,13,rule_to_compact::selective_deployable::0.10
109,jbb-077,14,rule_to_compact::selective_deployable::0.25
110,jbb-086,0,compact_to_qwen::cheap_only
110,jbb-086,1,compact_to_qwen::full_information
110,jbb-086,2,compact_to_qwen::selective_deployable::0.10
110,jbb-086,3,compact_to_qwen::selective_deployable::0.25
110,jbb-086,4,compact_to_qwen::selective_deployable::0.50
110,jbb-086,5,rule_compact_to_qwen::cheap_only
110,jbb-086,6,rule_compact_to_qwen::full_information
110,jbb-086,7,rule_compact_to_qwen::selective_deployable::0.10
110,jbb-086,8,rule_compact_to_qwen::selective_deployable::0.25
110,jbb-086,9,rule_compact_to_qwen::selective_deployable::0.50
110,jbb-086,10,rule_to_compact::cheap_only
110,jbb-086,11,rule_to_compact::full_information
110,jbb-086,12,rule_to_compact::selective_deployable::0.10
110,jbb-086,13,rule_to_compact::selective_deployable::0.25
110,jbb-086,14,rule_to_compact::selective_deployable::0.50
111,jbb-064,0,compact_to_qwen::full_information
111,jbb-064,1,compact_to_qwen::selective_deployable::0.10
111,jbb-064,2,compact_to_qwen::selective_deployable::0.25
111,jbb-064,3,compact_to_qwen::selective_deployable::0.50
111,jbb-064,4,rule_compact_to_qwen::cheap_only
111,jbb-064,5,rule_compact_to_qwen::full_information
111,jbb-064,6,rule_compact_to_qwen::selective_deployable::0.10
111,jbb-064,7,rule_compact_to_qwen::selective_deployable::0.25
111,jbb-064,8,rule_compact_to_qwen::selective_deployable::0.50
111,jbb-064,9,rule_to_compact::cheap_only
111,jbb-064,10,rule_to_compact::full_information
111,jbb-064,11,rule_to_compact::selective_deployable::0.10
111,jbb-064,12,rule_to_compact::selective_deployable::0.25
111,jbb-064,13,rule_to_compact::selective_deployable::0.50
111,jbb-064,14,compact_to_qwen::cheap_only
112,jbb-173,0,compact_to_qwen::selective_deployable::0.10
112,jbb-173,1,compact_to_qwen::selective_deployable::0.25
112,jbb-173,2,compact_to_qwen::selective_deployable::0.50
112,jbb-173,3,rule_compact_to_qwen::cheap_only
112,jbb-173,4,rule_compact_to_qwen::full_information
112,jbb-173,5,rule_compact_to_qwen::selective_deployable::0.10
112,jbb-173,6,rule_compact_to_qwen::selective_deployable::0.25
112,jbb-173,7,rule_compact_to_qwen::selective_deployable::0.50
112,jbb-173,8,rule_to_compact::cheap_only
112,jbb-173,9,rule_to_compact::full_information
112,jbb-173,10,rule_to_compact::selective_deployable::0.10
112,jbb-173,11,rule_to_compact::selective_deployable::0.25
112,jbb-173,12,rule_to_compact::selective_deployable::0.50
112,jbb-173,13,compact_to_qwen::cheap_only
112,jbb-173,14,compact_to_qwen::full_information
113,jbb-098,0,compact_to_qwen::selective_deployable::0.25
113,jbb-098,1,compact_to_qwen::selective_deployable::0.50
113,jbb-098,2,rule_compact_to_qwen::cheap_only
113,jbb-098,3,rule_compact_to_qwen::full_information
113,jbb-098,4,rule_compact_to_qwen::selective_deployable::0.10
113,jbb-098,5,rule_compact_to_qwen::selective_deployable::0.25
113,jbb-098,6,rule_compact_to_qwen::selective_deployable::0.50
113,jbb-098,7,rule_to_compact::cheap_only
113,jbb-098,8,rule_to_compact::full_information
113,jbb-098,9,rule_to_compact::selective_deployable::0.10
113,jbb-098,10,rule_to_compact::selective_deployable::0.25
113,jbb-098,11,rule_to_compact::selective_deployable::0.50
113,jbb-098,12,compact_to_qwen::cheap_only
113,jbb-098,13,compact_to_qwen::full_information
113,jbb-098,14,compact_to_qwen::selective_deployable::0.10
114,jbb-094,0,compact_to_qwen::selective_deployable::0.50
114,jbb-094,1,rule_compact_to_qwen::cheap_only
114,jbb-094,2,rule_compact_to_qwen::full_information
114,jbb-094,3,rule_compact_to_qwen::selective_deployable::0.10
114,jbb-094,4,rule_compact_to_qwen::selective_deployable::0.25
114,jbb-094,5,rule_compact_to_qwen::selective_deployable::0.50
114,jbb-094,6,rule_to_compact::cheap_only
114,jbb-094,7,rule_to_compact::full_information
114,jbb-094,8,rule_to_compact::selective_deployable::0.10
114,jbb-094,9,rule_to_compact::selective_deployable::0.25
114,jbb-094,10,rule_to_compact::selective_deployable::0.50
114,jbb-094,11,compact_to_qwen::cheap_only
114,jbb-094,12,compact_to_qwen::full_information
114,jbb-094,13,compact_to_qwen::selective_deployable::0.10
114,jbb-094,14,compact_to_qwen::selective_deployable::0.25
115,jbb-051,0,rule_compact_to_qwen::cheap_only
115,jbb-051,1,rule_compact_to_qwen::full_information
115,jbb-051,2,rule_compact_to_qwen::selective_deployable::0.10
115,jbb-051,3,rule_compact_to_qwen::selective_deployable::0.25
115,jbb-051,4,rule_compact_to_qwen::selective_deployable::0.50
115,jbb-051,5,rule_to_compact::cheap_only
115,jbb-051,6,rule_to_compact::full_information
115,jbb-051,7,rule_to_compact::selective_deployable::0.10
115,jbb-051,8,rule_to_compact::selective_deployable::0.25
115,jbb-051,9,rule_to_compact::selective_deployable::0.50
115,jbb-051,10,compact_to_qwen::cheap_only
115,jbb-051,11,compact_to_qwen::full_information
115,jbb-051,12,compact_to_qwen::selective_deployable::0.10
115,jbb-051,13,compact_to_qwen::selective_deployable::0.25
115,jbb-051,14,compact_to_qwen::selective_deployable::0.50
116,jbb-062,0,rule_compact_to_qwen::full_information
116,jbb-062,1,rule_compact_to_qwen::selective_deployable::0.10
116,jbb-062,2,rule_compact_to_qwen::selective_deployable::0.25
116,jbb-062,3,rule_compact_to_qwen::selective_deployable::0.50
116,jbb-062,4,rule_to_compact::cheap_only
116,jbb-062,5,rule_to_compact::full_information
116,jbb-062,6,rule_to_compact::selective_deployable::0.10
116,jbb-062,7,rule_to_compact::selective_deployable::0.25
116,jbb-062,8,rule_to_compact::selective_deployable::0.50
116,jbb-062,9,compact_to_qwen::cheap_only
116,jbb-062,10,compact_to_qwen::full_information
116,jbb-062,11,compact_to_qwen::selective_deployable::0.10
116,jbb-062,12,compact_to_qwen::selective_deployable::0.25
116,jbb-062,13,compact_to_qwen::selective_deployable::0.50
116,jbb-062,14,rule_compact_to_qwen::cheap_only
117,jbb-052,0,rule_compact_to_qwen::selective_deployable::0.10
117,jbb-052,1,rule_compact_to_qwen::selective_deployable::0.25
117,jbb-052,2,rule_compact_to_qwen::selective_deployable::0.50
117,jbb-052,3,rule_to_compact::cheap_only
117,jbb-052,4,rule_to_compact::full_information
117,jbb-052,5,rule_to_compact::selective_deployable::0.10
117,jbb-052,6,rule_to_compact::selective_deployable::0.25
117,jbb-052,7,rule_to_compact::selective_deployable::0.50
117,jbb-052,8,compact_to_qwen::cheap_only
117,jbb-052,9,compact_to_qwen::full_information
117,jbb-052,10,compact_to_qwen::selective_deployable::0.10
117,jbb-052,11,compact_to_qwen::selective_deployable::0.25
117,jbb-052,12,compact_to_qwen::selective_deployable::0.50
117,jbb-052,13,rule_compact_to_qwen::cheap_only
117,jbb-052,14,rule_compact_to_qwen::full_information
118,jbb-034,0,rule_compact_to_qwen::selective_deployable::0.25
118,jbb-034,1,rule_compact_to_qwen::selective_deployable::0.50
118,jbb-034,2,rule_to_compact::cheap_only
118,jbb-034,3,rule_to_compact::full_information
118,jbb-034,4,rule_to_compact::selective_deployable::0.10
118,jbb-034,5,rule_to_compact::selective_deployable::0.25
118,jbb-034,6,rule_to_compact::selective_deployable::0.50
118,jbb-034,7,compact_to_qwen::cheap_only
118,jbb-034,8,compact_to_qwen::full_information
118,jbb-034,9,compact_to_qwen::selective_deployable::0.10
118,jbb-034,10,compact_to_qwen::selective_deployable::0.25
118,jbb-034,11,compact_to_qwen::selective_deployable::0.50
118,jbb-034,12,rule_compact_to_qwen::cheap_only
118,jbb-034,13,rule_compact_to_qwen::full_information
118,jbb-034,14,rule_compact_to_qwen::selective_deployable::0.10
119,jbb-171,0,rule_compact_to_qwen::selective_deployable::0.50
119,jbb-171,1,rule_to_compact::cheap_only
119,jbb-171,2,rule_to_compact::full_information
119,jbb-171,3,rule_to_compact::selective_deployable::0.10
119,jbb-171,4,rule_to_compact::selective_deployable::0.25
119,jbb-171,5,rule_to_compact::selective_deployable::0.50
119,jbb-171,6,compact_to_qwen::cheap_only
119,jbb-171,7,compact_to_qwen::full_information
119,jbb-171,8,compact_to_qwen::selective_deployable::0.10
119,jbb-171,9,compact_to_qwen::selective_deployable::0.25
119,jbb-171,10,compact_to_qwen::selective_deployable::0.50
119,jbb-171,11,rule_compact_to_qwen::cheap_only
119,jbb-171,12,rule_compact_to_qwen::full_information
119,jbb-171,13,rule_compact_to_qwen::selective_deployable::0.10
119,jbb-171,14,rule_compact_to_qwen::selective_deployable::0.25
120,wildguard-0544,0,rule_to_compact::cheap_only
120,wildguard-0544,1,rule_to_compact::full_information
120,wildguard-0544,2,rule_to_compact::selective_deployable::0.10
120,wildguard-0544,3,rule_to_compact::selective_deployable::0.25
120,wildguard-0544,4,rule_to_compact::selective_deployable::0.50
120,wildguard-0544,5,compact_to_qwen::cheap_only
120,wildguard-0544,6,compact_to_qwen::full_information
120,wildguard-0544,7,compact_to_qwen::selective_deployable::0.10
120,wildguard-0544,8,compact_to_qwen::selective_deployable::0.25
120,wildguard-0544,9,compact_to_qwen::selective_deployable::0.50
120,wildguard-0544,10,rule_compact_to_qwen::cheap_only
120,wildguard-0544,11,rule_compact_to_qwen::full_information
120,wildguard-0544,12,rule_compact_to_qwen::selective_deployable::0.10
120,wildguard-0544,13,rule_compact_to_qwen::selective_deployable::0.25
120,wildguard-0544,14,rule_compact_to_qwen::selective_deployable::0.50
121,wildguard-1702,0,rule_to_compact::full_information
121,wildguard-1702,1,rule_to_compact::selective_deployable::0.10
121,wildguard-1702,2,rule_to_compact::selective_deployable::0.25
121,wildguard-1702,3,rule_to_compact::selective_deployable::0.50
121,wildguard-1702,4,compact_to_qwen::cheap_only
121,wildguard-1702,5,compact_to_qwen::full_information
121,wildguard-1702,6,compact_to_qwen::selective_deployable::0.10
121,wildguard-1702,7,compact_to_qwen::selective_deployable::0.25
121,wildguard-1702,8,compact_to_qwen::selective_deployable::0.50
121,wildguard-1702,9,rule_compact_to_qwen::cheap_only
121,wildguard-1702,10,rule_compact_to_qwen::full_information
121,wildguard-1702,11,rule_compact_to_qwen::selective_deployable::0.10
121,wildguard-1702,12,rule_compact_to_qwen::selective_deployable::0.25
121,wildguard-1702,13,rule_compact_to_qwen::selective_deployable::0.50
121,wildguard-1702,14,rule_to_compact::cheap_only
122,wildguard-0970,0,rule_to_compact::selective_deployable::0.10
122,wildguard-0970,1,rule_to_compact::selective_deployable::0.25
122,wildguard-0970,2,rule_to_compact::selective_deployable::0.50
122,wildguard-0970,3,compact_to_qwen::cheap_only
122,wildguard-0970,4,compact_to_qwen::full_information
122,wildguard-0970,5,compact_to_qwen::selective_deployable::0.10
122,wildguard-0970,6,compact_to_qwen::selective_deployable::0.25
122,wildguard-0970,7,compact_to_qwen::selective_deployable::0.50
122,wildguard-0970,8,rule_compact_to_qwen::cheap_only
122,wildguard-0970,9,rule_compact_to_qwen::full_information
122,wildguard-0970,10,rule_compact_to_qwen::selective_deployable::0.10
122,wildguard-0970,11,rule_compact_to_qwen::selective_deployable::0.25
122,wildguard-0970,12,rule_compact_to_qwen::selective_deployable::0.50
122,wildguard-0970,13,rule_to_compact::cheap_only
122,wildguard-0970,14,rule_to_compact::full_information
123,wildguard-0093,0,rule_to_compact::selective_deployable::0.25
123,wildguard-0093,1,rule_to_compact::selective_deployable::0.50
123,wildguard-0093,2,compact_to_qwen::cheap_only
123,wildguard-0093,3,compact_to_qwen::full_information
123,wildguard-0093,4,compact_to_qwen::selective_deployable::0.10
123,wildguard-0093,5,compact_to_qwen::selective_deployable::0.25
123,wildguard-0093,6,compact_to_qwen::selective_deployable::0.50
123,wildguard-0093,7,rule_compact_to_qwen::cheap_only
123,wildguard-0093,8,rule_compact_to_qwen::full_information
123,wildguard-0093,9,rule_compact_to_qwen::selective_deployable::0.10
123,wildguard-0093,10,rule_compact_to_qwen::selective_deployable::0.25
123,wildguard-0093,11,rule_compact_to_qwen::selective_deployable::0.50
123,wildguard-0093,12,rule_to_compact::cheap_only
123,wildguard-0093,13,rule_to_compact::full_information
123,wildguard-0093,14,rule_to_compact::selective_deployable::0.10
124,wildguard-0239,0,rule_to_compact::selective_deployable::0.50
124,wildguard-0239,1,compact_to_qwen::cheap_only
124,wildguard-0239,2,compact_to_qwen::full_information
124,wildguard-0239,3,compact_to_qwen::selective_deployable::0.10
124,wildguard-0239,4,compact_to_qwen::selective_deployable::0.25
124,wildguard-0239,5,compact_to_qwen::selective_deployable::0.50
124,wildguard-0239,6,rule_compact_to_qwen::cheap_only
124,wildguard-0239,7,rule_compact_to_qwen::full_information
124,wildguard-0239,8,rule_compact_to_qwen::selective_deployable::0.10
124,wildguard-0239,9,rule_compact_to_qwen::selective_deployable::0.25
124,wildguard-0239,10,rule_compact_to_qwen::selective_deployable::0.50
124,wildguard-0239,11,rule_to_compact::cheap_only
124,wildguard-0239,12,rule_to_compact::full_information
124,wildguard-0239,13,rule_to_compact::selective_deployable::0.10
124,wildguard-0239,14,rule_to_compact::selective_deployable::0.25
125,wildguard-1339,0,compact_to_qwen::cheap_only
125,wildguard-1339,1,compact_to_qwen::full_information
125,wildguard-1339,2,compact_to_qwen::selective_deployable::0.10
125,wildguard-1339,3,compact_to_qwen::selective_deployable::0.25
125,wildguard-1339,4,compact_to_qwen::selective_deployable::0.50
125,wildguard-1339,5,rule_compact_to_qwen::cheap_only
125,wildguard-1339,6,rule_compact_to_qwen::full_information
125,wildguard-1339,7,rule_compact_to_qwen::selective_deployable::0.10
125,wildguard-1339,8,rule_compact_to_qwen::selective_deployable::0.25
125,wildguard-1339,9,rule_compact_to_qwen::selective_deployable::0.50
125,wildguard-1339,10,rule_to_compact::cheap_only
125,wildguard-1339,11,rule_to_compact::full_information
125,wildguard-1339,12,rule_to_compact::selective_deployable::0.10
125,wildguard-1339,13,rule_to_compact::selective_deployable::0.25
125,wildguard-1339,14,rule_to_compact::selective_deployable::0.50
126,wildguard-1590,0,compact_to_qwen::full_information
126,wildguard-1590,1,compact_to_qwen::selective_deployable::0.10
126,wildguard-1590,2,compact_to_qwen::selective_deployable::0.25
126,wildguard-1590,3,compact_to_qwen::selective_deployable::0.50
126,wildguard-1590,4,rule_compact_to_qwen::cheap_only
126,wildguard-1590,5,rule_compact_to_qwen::full_information
126,wildguard-1590,6,rule_compact_to_qwen::selective_deployable::0.10
126,wildguard-1590,7,rule_compact_to_qwen::selective_deployable::0.25
126,wildguard-1590,8,rule_compact_to_qwen::selective_deployable::0.50
126,wildguard-1590,9,rule_to_compact::cheap_only
126,wildguard-1590,10,rule_to_compact::full_information
126,wildguard-1590,11,rule_to_compact::selective_deployable::0.10
126,wildguard-1590,12,rule_to_compact::selective_deployable::0.25
126,wildguard-1590,13,rule_to_compact::selective_deployable::0.50
126,wildguard-1590,14,compact_to_qwen::cheap_only
127,wildguard-0781,0,compact_to_qwen::selective_deployable::0.10
127,wildguard-0781,1,compact_to_qwen::selective_deployable::0.25
127,wildguard-0781,2,compact_to_qwen::selective_deployable::0.50
127,wildguard-0781,3,rule_compact_to_qwen::cheap_only
127,wildguard-0781,4,rule_compact_to_qwen::full_information
127,wildguard-0781,5,rule_compact_to_qwen::selective_deployable::0.10
127,wildguard-0781,6,rule_compact_to_qwen::selective_deployable::0.25
127,wildguard-0781,7,rule_compact_to_qwen::selective_deployable::0.50
127,wildguard-0781,8,rule_to_compact::cheap_only
127,wildguard-0781,9,rule_to_compact::full_information
127,wildguard-0781,10,rule_to_compact::selective_deployable::0.10
127,wildguard-0781,11,rule_to_compact::selective_deployable::0.25
127,wildguard-0781,12,rule_to_compact::selective_deployable::0.50
127,wildguard-0781,13,compact_to_qwen::cheap_only
127,wildguard-0781,14,compact_to_qwen::full_information
128,wildguard-1703,0,compact_to_qwen::selective_deployable::0.25
128,wildguard-1703,1,compact_to_qwen::selective_deployable::0.50
128,wildguard-1703,2,rule_compact_to_qwen::cheap_only
128,wildguard-1703,3,rule_compact_to_qwen::full_information
128,wildguard-1703,4,rule_compact_to_qwen::selective_deployable::0.10
128,wildguard-1703,5,rule_compact_to_qwen::selective_deployable::0.25
128,wildguard-1703,6,rule_compact_to_qwen::selective_deployable::0.50
128,wildguard-1703,7,rule_to_compact::cheap_only
128,wildguard-1703,8,rule_to_compact::full_information
128,wildguard-1703,9,rule_to_compact::selective_deployable::0.10
128,wildguard-1703,10,rule_to_compact::selective_deployable::0.25
128,wildguard-1703,11,rule_to_compact::selective_deployable::0.50
128,wildguard-1703,12,compact_to_qwen::cheap_only
128,wildguard-1703,13,compact_to_qwen::full_information
128,wildguard-1703,14,compact_to_qwen::selective_deployable::0.10
129,wildguard-1181,0,compact_to_qwen::selective_deployable::0.50
129,wildguard-1181,1,rule_compact_to_qwen::cheap_only
129,wildguard-1181,2,rule_compact_to_qwen::full_information
129,wildguard-1181,3,rule_compact_to_qwen::selective_deployable::0.10
129,wildguard-1181,4,rule_compact_to_qwen::selective_deployable::0.25
