example_id,setup_id,optional_monitor,outer_fold,y,base_score,augmented_score,base_threshold,augmented_threshold,base_prediction,augmented_prediction,base_loss,augmented_loss,realized_decision_value,decision_changed,false_positive_reduction,false_negative_reduction,base_uncertainty,optional_monitor_score,outer_train_n,outer_test_n,outer_train_id_sha256,outer_test_id_sha256
wildguard-1020,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10462165606459788,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.007851819595089182,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1026,compact_after_rule,koala_text_moderation,1,0,0.16191902781369227,0.15770096337359474,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.16191902781369227,0.008027449541259557,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1049,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10485432917139181,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.009694883279735222,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1053,compact_after_rule,koala_text_moderation,1,0,0.16191902781369227,0.15778652541364965,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.16191902781369227,0.008504448953317478,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1056,compact_after_rule,koala_text_moderation,1,0,0.21107311824010025,0.20734213320108505,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.21107311824010025,0.015522789559327066,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1063,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10467815250892064,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.008299675217131153,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1076,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10439685268007481,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006067649956094101,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1078,compact_after_rule,koala_text_moderation,1,0,0.16191902781369227,0.15860804221767885,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.16191902781369227,0.013073620910290629,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1094,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10451364277301811,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0069949870521668345,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1103,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10484612345446274,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.009629945183405653,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1104,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10458970911355424,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.00759847680456005,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1105,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.1046249850280246,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.007878214702941477,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1114,compact_after_rule,koala_text_moderation,1,0,0.2849278610357571,0.278056073867809,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.2849278610357571,0.007489657553378493,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1130,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10485915550294629,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.009733075625263155,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1139,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.1044460386821054,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006458308547735214,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1144,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10461351202837643,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0077872429974377155,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1147,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10445924607208973,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0065631802135612816,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1148,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.11162689134487641,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.06182431988418102,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1152,compact_after_rule,koala_text_moderation,1,0,0.4460649397058789,0.43893339945026155,0.37927951012159067,0.38112781969703863,1,1,1,1,0,0,0,0,0.4460649397058789,0.011425917356973514,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1154,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.1053456534242943,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0135749499022495,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1158,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10437688248628975,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.005908990744501352,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1160,compact_after_rule,koala_text_moderation,1,1,0.1072854888067083,0.10453418199524102,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.1072854888067083,0.007157977932365611,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1170,compact_after_rule,koala_text_moderation,1,0,0.33137944179534445,0.3248715433526981,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.33137944179534445,0.010790507076308131,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1177,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.1137158443379257,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0773438026662916,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1181,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10452485090415475,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.007083933713147417,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1189,compact_after_rule,koala_text_moderation,1,0,0.12463130093058698,0.12136836871983636,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.12463130093058698,0.007380644616205245,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1193,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10443205564600762,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006347265181830153,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1205,compact_after_rule,koala_text_moderation,1,0,0.16191902781369227,0.15813600747329,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.16191902781369227,0.010450587520608678,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1207,compact_after_rule,koala_text_moderation,1,0,0.2599309215456736,0.2532678601266232,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.2599309215456736,0.006726123741827905,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1235,compact_after_rule,koala_text_moderation,1,1,0.15234183687973826,0.14941769785824144,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.15234183687973826,0.014092242403421551,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1238,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10439273829749297,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006034964200807735,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1239,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10441801969361679,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006235788372578099,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1243,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10791527002958423,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.033611303428187966,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1244,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10543173432082202,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.014253098925109953,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1248,compact_after_rule,koala_text_moderation,1,1,0.13366962985781075,0.2256009742655453,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.13366962985781075,0.5016726632602513,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1250,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10647002337040108,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.022394532046746463,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1259,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10461615580064587,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.007808206777554005,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1266,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10468147475036421,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.008326004463015124,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1268,compact_after_rule,koala_text_moderation,1,0,0.16191902781369227,0.15771782819991068,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.16191902781369227,0.008121485880110413,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1274,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10448223048078364,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006745657155988738,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1279,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10470956196540547,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.008548570214770734,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1293,compact_after_rule,koala_text_moderation,1,0,0.22096564637526886,0.21540820103242317,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.22096564637526886,0.0082177659496665,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1297,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10688706647544177,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.025644958834163845,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1309,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.1045032301827919,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0069123461726121604,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1310,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10443456494380558,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0063671932148281485,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1312,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10441995744138721,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006251179205719382,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1316,compact_after_rule,koala_text_moderation,1,0,0.33137944179534445,0.3469848855271067,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.33137944179534445,0.0837921880884096,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1329,compact_after_rule,koala_text_moderation,1,0,0.12463130093058698,0.12655692780034652,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.12463130093058698,0.04284254461526871,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1332,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10459867775182256,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.007669605984119698,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1339,compact_after_rule,koala_text_moderation,1,0,0.22096564637526886,0.21520368330342843,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.22096564637526886,0.007323739293497056,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1349,compact_after_rule,koala_text_moderation,1,0,0.230819529167782,0.2246074896815795,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.230819529167782,0.00627566032926552,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1351,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10672014990831559,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.024345357436686754,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1372,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10442744443603298,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.006310643337201327,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1373,compact_after_rule,koala_text_moderation,1,0,0.31457912686333606,0.30695793820889156,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.31457912686333606,0.006326988455839455,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1376,compact_after_rule,koala_text_moderation,1,0,0.21107311824010025,0.20567194317390483,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.21107311824010025,0.007991865510120988,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1377,compact_after_rule,koala_text_moderation,1,0,0.18141166351593188,0.17746789802074955,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.18141166351593188,0.011932552617508918,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1382,compact_after_rule,koala_text_moderation,1,0,0.16191902781369227,0.15802728120916612,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.16191902781369227,0.00984550651628524,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1385,compact_after_rule,koala_text_moderation,1,1,0.20446849490494648,0.20369819667221756,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.20446849490494648,0.028604993596673012,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1395,compact_after_rule,koala_text_moderation,1,0,0.4330184704599704,0.4250968033729598,0.37927951012159067,0.38112781969703863,1,1,1,1,0,0,0,0,0.4330184704599704,0.008837311761453748,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1397,compact_after_rule,koala_text_moderation,1,1,0.16191902781369227,0.1577102577347766,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.16191902781369227,0.008079274848569185,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1398,compact_after_rule,koala_text_moderation,1,1,0.39036825139387404,0.3827708526494937,0.37927951012159067,0.38112781969703863,1,1,0,0,0,0,0,0,0.39036825139387404,0.008951317315222695,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1403,compact_after_rule,koala_text_moderation,1,0,0.12463130093058698,0.12264997548289987,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.12463130093058698,0.016259502503089607,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1405,compact_after_rule,koala_text_moderation,1,0,0.12463130093058698,0.12211226930047425,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.12463130093058698,0.012544108991278335,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1409,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10460109084395215,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.0076887430041097105,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1420,compact_after_rule,koala_text_moderation,1,1,0.1072854888067083,0.10492372822928102,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.1072854888067083,0.01024391147075221,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1427,compact_after_rule,koala_text_moderation,1,1,0.26627133786351437,0.2598324479784739,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.26627133786351437,0.008011329482542351,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1430,compact_after_rule,koala_text_moderation,1,0,0.31457912686333606,0.3103804023224717,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.31457912686333606,0.01813944155583158,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1436,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.10564261988388975,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.015912401519017294,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1440,compact_after_rule,koala_text_moderation,1,1,0.21107311824010025,0.20913809290339405,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.21107311824010025,0.023570693680085242,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1441,compact_after_rule,koala_text_moderation,1,1,0.12463130093058698,0.12242528662127115,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.12463130093058698,0.014708678441820666,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1450,compact_after_rule,koala_text_moderation,1,0,0.1072854888067083,0.107375580324726,0.37927951012159067,0.38112781969703863,0,0,0,0,0,0,0,0,0.1072854888067083,0.029438251571264118,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
wildguard-1455,compact_after_rule,koala_text_moderation,1,1,0.15234183687973826,0.15052722818044853,0.37927951012159067,0.38112781969703863,0,0,1,1,0,0,0,0,0.15234183687973826,0.02054193860385567,1350,337,a236fbee4eff1aa889f7f95ffb88b104285107c06ac9fd1955e6fb5ba66a7254,b8d45606d9d102b2a567db1bc821c20dbd39aec55875001b58a556c35ed6ddf1
