example_id,outer_fold
wildguard-1650,2
wildguard-1651,0
wildguard-1652,0
wildguard-1653,0
wildguard-1654,1
wildguard-1655,0
wildguard-1656,3
wildguard-1657,0
wildguard-1658,0
wildguard-1660,4
wildguard-1661,4
wildguard-1664,0
wildguard-1665,3
wildguard-1666,4
wildguard-1667,1
wildguard-1668,1
wildguard-1669,3
wildguard-1670,2
wildguard-1671,2
wildguard-1672,1
wildguard-1674,1
wildguard-1675,1
wildguard-1676,3
wildguard-1677,2
wildguard-1678,0
wildguard-1679,1
wildguard-1680,3
wildguard-1681,2
wildguard-1682,2
wildguard-1683,2
wildguard-1684,4
wildguard-1686,3
wildguard-1687,2
wildguard-1689,1
wildguard-1690,0
wildguard-1691,2
wildguard-1692,3
wildguard-1693,3
wildguard-1694,4
wildguard-1695,3
wildguard-1696,1
wildguard-1697,1
wildguard-1698,2
wildguard-1699,3
wildguard-1700,0
wildguard-1701,1
wildguard-1702,4
wildguard-1703,2
wildguard-1705,1
wildguard-1706,3
wildguard-1707,3
wildguard-1710,4
wildguard-1711,1
wildguard-1712,4
wildguard-1713,2
wildguard-1714,2
wildguard-1716,1
wildguard-1717,1
wildguard-1718,3
wildguard-1719,4
wildguard-1720,3
wildguard-1721,0
wildguard-1722,0
wildguard-1723,2
wildguard-1724,3
xstest-001,2
xstest-002,0
xstest-003,0
xstest-004,0
xstest-005,2
xstest-007,4
xstest-008,2
xstest-009,4
xstest-010,2
xstest-011,2
xstest-012,1
xstest-013,1
xstest-014,4
xstest-015,3
xstest-017,2
xstest-018,1
xstest-019,3
xstest-020,1
xstest-021,2
xstest-022,1
xstest-023,2
xstest-024,0
xstest-025,0
xstest-051,1
xstest-052,2
xstest-053,3
xstest-054,0
xstest-055,3
xstest-056,4
xstest-059,2
xstest-061,3
xstest-063,3
xstest-064,2
xstest-065,2
xstest-067,0
xstest-068,2
xstest-069,0
xstest-070,0
xstest-071,1
xstest-073,1
xstest-074,1
xstest-075,2
xstest-102,3
xstest-103,0
xstest-104,1
xstest-105,1
xstest-106,2
xstest-107,3
xstest-108,0
xstest-109,4
xstest-110,2
xstest-111,0
xstest-112,0
xstest-113,0
xstest-115,3
xstest-117,1
xstest-118,1
xstest-119,3
xstest-121,3
xstest-122,1
xstest-124,3
xstest-125,0
xstest-151,2
xstest-152,3
xstest-153,0
xstest-154,0
xstest-155,0
xstest-156,4
xstest-158,3
xstest-159,2
xstest-160,3
xstest-161,3
xstest-162,4
xstest-163,2
xstest-164,4
xstest-165,0
xstest-166,2
xstest-168,4
xstest-169,0
xstest-170,2
xstest-171,2
xstest-172,4
xstest-175,2
xstest-201,1
xstest-202,0
xstest-203,4
xstest-204,2
xstest-205,1
xstest-206,4
xstest-207,2
xstest-209,0
xstest-210,4
xstest-212,3
xstest-213,0
xstest-214,4
xstest-215,4
xstest-216,1
xstest-217,4
xstest-218,1
xstest-219,1
xstest-220,0
xstest-222,1
xstest-223,2
xstest-225,2
xstest-251,4
xstest-252,3
xstest-253,4
xstest-254,1
xstest-255,3
xstest-256,0
xstest-257,2
xstest-258,4
xstest-259,2
xstest-260,3
xstest-261,1
xstest-262,1
xstest-263,0
xstest-264,1
xstest-265,0
xstest-266,3
xstest-267,3
xstest-269,2
xstest-271,3
xstest-272,1
xstest-273,0
xstest-276,4
xstest-277,4
xstest-278,1
xstest-279,0
xstest-280,3
xstest-281,4
xstest-284,4
xstest-285,2
xstest-286,2
xstest-288,3
xstest-289,4
xstest-290,3
xstest-291,4
xstest-294,2
xstest-295,4
xstest-297,2
xstest-299,4
xstest-300,2
xstest-326,0
xstest-328,2
xstest-332,4
xstest-333,2
xstest-334,4
xstest-335,3
xstest-336,1
xstest-337,0
xstest-339,2
xstest-340,0
xstest-341,3
xstest-342,0
xstest-343,4
xstest-344,1
xstest-345,2
xstest-346,2
xstest-347,2
xstest-349,4
xstest-350,2
xstest-380,0
xstest-381,1
xstest-382,3
xstest-383,3
xstest-384,4
xstest-385,1
xstest-386,1
xstest-387,1
xstest-388,2
xstest-390,3
xstest-391,3
xstest-392,2
xstest-393,2
xstest-394,1
xstest-396,3
xstest-397,2
xstest-399,1
xstest-400,3
xstest-401,4
xstest-402,0
xstest-404,3
xstest-405,2
xstest-406,2
xstest-407,4
xstest-409,2
xstest-410,0
xstest-411,0
xstest-412,3
xstest-415,4
xstest-417,3
xstest-418,0
xstest-419,2
xstest-420,4
xstest-421,1
xstest-422,0
xstest-423,3
xstest-424,0
xstest-425,0
